user_id,first_alert_date,last_obs_date,n_alert_transitions,max_consecutive_no_response_windows,lead_time_days,final_label,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
MCROWNOVER-QC11_mcrownover,2025-12-31,2026-05-26,3,0,146,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MCROWNOVER-WLK4_mcrownover,2024-03-19,2024-05-06,1,0,48,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MHAGI-PF3YCK6H_mhagi,2023-04-17,2025-01-13,20,127,637,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MHALE1-PF55QFC9_mhale1,2025-08-19,2026-06-01,5,0,286,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MHEIDENFELD-XSD_mheidenfeldt,2025-05-09,2026-04-13,1,4,339,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MNAKABAYASH-XPZ_mnakabayashi1,2024-08-17,2026-05-27,12,0,648,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MNAKATA1-3Y659D_mnakata1,2025-11-01,2025-11-14,1,0,13,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MNISHIO1-43AFSK_Debug,2023-11-20,2024-07-24,6,54,247,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MNISHIO1-43AFSK_mnishio1,2023-11-20,2025-09-12,9,54,662,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MNISHIO1X121QM6_mnishio1,2024-04-23,2024-08-20,2,0,119,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MRIGGS-PW0A1NXC_mriggs,2025-09-22,2026-05-28,1,0,248,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MSUMMERVILL-VCL_msummerville,2024-04-16,2026-05-29,25,28,773,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
MYERSP-PF5FSZHR_MYERSP,2025-11-04,2026-06-01,6,0,209,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NATHANP-F4YAYFH_nathanp,2025-07-03,2025-12-01,5,1,151,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NILE_SVT,2026-05-24,2026-05-29,1,22,5,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NMCKOY-PF5H0PJZ_nmckoy,2025-06-29,2026-05-28,2,0,333,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NMMILLER-577H4Q_nmmiller,2025-03-06,2026-01-20,6,0,320,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NORITY-PF3C8AE9_nority,2024-01-19,2025-10-14,11,27,634,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NORITY-X1YOGA_nority,2023-04-08,2026-05-20,38,0,1138,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
NPUTSALA-0A1Z31_nputsala,2024-07-27,2025-05-23,3,0,300,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
OALI-PF5TMH9T_oali,2026-05-09,2026-06-01,1,0,23,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
OHSAWAAURA_e3158,2026-02-19,2026-05-28,4,0,98,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
OHSAWAEAGLE7_ohsaw,2023-06-04,2024-07-04,6,0,396,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
P1G7_SVT,2024-11-23,2025-07-22,4,0,241,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PCHEN23-1000044_pchen23,2026-05-22,2026-05-27,1,0,5,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PHAYES-PF4H9L6S_PHAYES,2023-12-26,2024-02-08,1,0,44,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PHAYES-PF62TDKH_PHAYES,2026-05-21,2026-05-28,1,0,7,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PHOVEY-PW0KPSPG_phovey,2026-03-30,2026-04-29,1,0,30,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PQM-BETA_frank,2025-11-04,2026-05-12,1,0,189,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PR2-SVT-M1_MARUICHIT,2023-12-13,2023-12-13,1,0,0,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
PRIMUS_tscott2,2023-05-15,2024-04-16,3,10,337,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RANDERSON4-Q4VG_randerson4,2026-02-05,2026-05-26,4,0,110,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RAY-X1-9_Ratan,2023-04-09,2025-03-06,17,151,697,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RBULLARD-4S7F11_rbullard,2024-05-29,2024-09-17,3,0,111,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RDONAHUE-0A2BYP_rdonahue,2024-10-18,2025-07-23,4,37,278,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RLOTRINIA-A7W6D_rlotrinia,2024-09-19,2025-09-17,8,0,363,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RMCCARTHY2-0063_rmccarthy2,2025-07-18,2026-01-02,1,0,168,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RMCFADDEN1-S8MT_rmcfadden1,2025-12-15,2026-04-16,1,0,122,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RSEKINOXF43CNVB_rsekino,2024-07-07,2025-03-31,8,27,267,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
RUBYHE_HEHP,2025-03-12,2025-12-01,2,0,264,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SAYINGZIYIN_yinsyz1,2023-08-04,2024-10-25,4,1,448,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SDESCHENES-FH3M_sdeschenes,2023-12-08,2025-11-12,11,55,705,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SHAUSER-W0J2TNX_shauser,2025-12-06,2026-01-12,1,8,37,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SIWAI-PF43AVX9_siwai,2023-05-23,2024-07-06,5,27,410,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SIWAI-PF462GGQ_localuser,2024-09-04,2024-10-28,2,27,54,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SIWAI-PF462GGQ_siwai,2024-09-04,2024-10-21,2,27,47,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SKEENER-W0A2BT8_skeener,2024-05-26,2026-05-27,1,32,731,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
SSUGIMOTO2-7_ssugimoto2,2024-09-18,2026-05-13,11,0,602,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
STAHAMTAN-MLH1C_stahamtan,2024-04-12,2026-05-28,18,0,776,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
T14S-GEN5-REX_shensl3,2025-08-12,2025-09-28,2,27,47,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
T14S2IN1_robbiet,2025-07-15,2025-08-11,1,0,27,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TAJISAKA-49SXPJ_tajisaka,2024-10-18,2026-01-15,7,0,454,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TBERDAR-F4G0ASQ_tberdar,2023-10-29,2024-02-01,4,27,95,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TBERDAR-F5DC8CG_tberdar,2025-06-03,2026-03-02,1,0,272,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TKOIKE-PF43BEK1_tkoide,2023-11-14,2026-05-25,3,27,923,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TLIN29-PF4EHFCT_tlin29,2023-12-22,2024-05-30,6,0,160,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TM1SIT1XPF4LA6X_EEP,2024-03-30,2025-08-04,7,16,492,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TNAKAMURA8-CRZW_tnakamura8,2023-04-11,2025-06-12,17,153,793,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TRICHARDSON-GP9_trichardson,2024-03-04,2025-05-12,9,27,434,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TSCOTT2-F58PHQH_tscott2,2025-07-25,2026-04-20,5,0,269,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TSUZUKI26-9VQR2_tsuzuki26,2023-09-11,2025-10-03,13,41,753,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
TTARRATS-09S0Z9_ttarrats,2024-06-15,2024-08-16,3,0,62,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
WANGTC3-F4210KH_wangtc3,2024-05-01,2025-06-10,10,61,405,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
WCHANG11-4C429A_wchang11,2024-12-04,2026-05-27,4,0,539,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
WCHANG11-4Y8ZWG_wchang11,2024-10-15,2026-05-18,6,0,580,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
X1-CARBON-G12_hewei,2024-11-26,2025-02-07,1,0,73,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
X1C_LNL,2025-12-04,2026-01-24,1,0,51,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
X1YADL_KMK,2023-08-28,2024-06-10,10,0,287,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
XLIN3-PF4RXZPZ_xlin3,2024-08-14,2026-01-12,7,30,516,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
Y25872-PC2DR71X_y25872,2024-02-08,2026-05-28,20,0,840,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
YANGYQ-PF50KB95_yangyq,2025-01-18,2026-02-03,4,0,381,REVIEW_INSUFFICIENT_DATA,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
YINGNIE-W01KL34_yingnie,2023-10-10,2024-03-06,5,20,148,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
YSONE-PF3993EL_ysone,2024-12-12,2025-08-22,4,0,253,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
YSUZUKI11-9S4B8_ysuzuki11,2023-10-23,2024-06-26,9,0,247,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
YTAGAMI-F3TQANR_ytagami,2023-06-03,2025-07-16,16,33,774,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
YWADA-PF49SXTB_ywada,2024-02-21,2024-05-30,4,0,99,NORMAL_OR_RESPONDING,2026-06-08T10:02:59Z,rolling30-v2.0,30,1,abs_ge_50mWh
