user_id,od2_label,baseline_label
JESTROFF-4G0AHW_jestroff,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE
JESTROFF-4SA4E9_jestroff,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JESTROFF-504AKS_jestroff,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JFASANO-F4RXM66_jfasano,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JFISHEL-F56FAH2_jfishel,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
JG3-SIT-OS_Maru1tom,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
JGERMANO-5PHRQ0_jgermano,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JINOUE1-F49SYAH_jinoue1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JJOHNSON16-QW2P_jjohnson16,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JJOHNSON18-T4GM_jjohnson18,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JKLEISSLER-DNZK_jkleissler,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JL18156-F3Z1LJN_JL18156,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JL24078-F3YZT26_jl24078,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
JLEWIS9-W0A2BP7_jlewis9,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JMANCHESTER-LQ5_jmanchester,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JMATTHEWS2-YXHQ_jmatthews2,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JMAYERSALMA-252_jmayersalman,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JMAYERSALMA-HDJ_jmayersalman,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JMAYERSALMA-TNQ_jmayersalman,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JMESTLER-5FS8KD_jmestler,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JNICHOL-F5MCDZS_jnichol,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-3000012_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-F4KXMXN_jnunez5,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JNUNEZ5-F4ML5N5_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-F4RX1S4_jnunez5,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JNUNEZ5-F57YZZH_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-F5801NF_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-F588R5E_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-F5HP4BE_jnunez5,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JNUNEZ5-F5L9LW0_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-F626M4T_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-W05SG98_jnunez5,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JNUNEZ5-W0KPY33_T1g,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JNUNEZ5-W0KPY33_jnunez5,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JN_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JOSEPH_jmayersalman,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JOSHUA_jbowen2,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JP2-E3-05_e3,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
JPIPER-PF689FNM_jpiper,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JPROULX-F5GQ0BB_jproulx,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JQUINTERO-A2BYW_jquintero,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JUAN_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
JURAKAWA-3319AM_jurakawa,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
JXU9-PF3SLCZ3_jxu9,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
JYANGO-PF462GGQ_jyango,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
KANGYINGB-LFXB1_kangyingb,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KARAI6-PF4PTTHT_karai6,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KATIE_kjackson,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KAYLEY_Kayle,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KAZUK_PR2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KCHAUHAN1-Y538L_kchauhan1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KCHEON-PF5A9YHM_kcheon,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KDARDEN-F4CFJD9_kdarden,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
KGU-PF5DEB5C_kgu,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KGUO1-PF4R03CL_kguo1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KGUO1-PF4Z3832_kguo1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KGUO1-PF55Q5S3_kguo1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KGUO1-PF5GR16K_kguo1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KGUO1-PF62LBME_kguo1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KGUO1-PW09S0X5_kguo1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KHORINOUCHI-42K_khorinouchi,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
KILLEBREW,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KINOUE4XF49VR0W_kinoue4,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KIRRO-ALLOYSIT7_Kirro,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KIWAO-PF4KXHHL_kiwao,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KIWAO_kiwao,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KKITTS-PF58LF52_kkitts,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KMAKI-PF45ET63_kmaki,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE
KMAKI-PF4WSHXN_kmaki,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KMORIGUCHI-SY92_kmoriguchi,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
KSAMBDMA-62KJHP_ksambdma,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KSERDAR-W0A2BP3_kserdar,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KSHIBATAX3Y83N9_KSHIBATA,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE
KSHIBAYAMA-TB38_kshibayama,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KTAKEDA5-3ZPVTQ_ktakeda5,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
KTATE2-PW0A2BTJ_ktate2,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
KURADA-32000014_kurada,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KURADA-3_kurada,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
KURADA-4_kurada,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
KWATAMURA-BLXLJ_kwatamura,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
L13G4-A-CGBETA_cgridley,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
L13_jboxer,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
L14G5I_Richard,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LALLURI-F5FS8HX_lalluri,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-080TD3DG_HWPA,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-0JJ03K9D_rgibson,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-0NPD7G3O_Tsutomu_Chonan,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-0P70H8T7_Naito,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-0S7K8PQH_Stan,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-11P5VLEF_tianx,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-11RRGHRF_2ndH28,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-146432PF_PQM,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-19J6LO6A_ytakeda,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-1KS1Q32S_T14s,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-1M50QFPI_GM,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-1MK05N4P_hwpa,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-1QC1JCNE_CPC-Tester12,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-25UDU5UN_jestroff,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-2D6R853Q_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-2OC97423_Administrator,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-2RQJAUEN_nyama,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-38PBJKV3_Dan,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-3GSNHJDB_GM3,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-49PO0SU0_ssugimoto2,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-4K9G9BRE_TM1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-5U1GRQST_AN1484GM11,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-6HHN380C_QuFei_Ou,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-72AKT2DB_1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-77S3EOA5_Mao_Nakabauashi,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-7CFQ50BM_Carl,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-7HDJI946_MobilePE,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-869LCUOI_panjun1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-88BMF4J6_Mersey,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-891HSHPM_p14s,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-8HCCR0QE_PE,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-8KIMRE5B_cturner,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-93KHSN6N_hsouma,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-97DA2E9K_johnny,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-9D1AU1OG_Mersey,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-9PGJOH9P_tianx,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-A5C39DUF_ssugimoto2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-A68FDH6Q_amcclarnon,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-A86VO230_PQM,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-A9PSKJU9_panjun1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-A9RJIBMS_kurada,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-ADS95E8B_TM2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-APU7HF6F_Administrator,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-APU7HF6F_Carl_Pan,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-ARLD326G_X1CG14,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-B21SDAHL_Nile,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-BD8L6116_Think,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-C1EEVLRC_86138,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-C2TA9AP9_Thames-2_LNL_BE_SIT,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-CIKD46CF_Zeus2,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-CJP1C30S_TM2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-CPPVM862_LL,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
LAPTOP-CU8DTV76_CamTest,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-D986V7T9_EAASIT1.12,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-DCOJFCQ0_TM_X1_MTL,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-DDJ0EVTT_T14s2in1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-E1AAB86F_X1_2-1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-E1N6C0NF_Nile,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-ENFNG5MU_1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-EVNV9CFQ_Monica,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-FEFDP1D9_test,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-FG0TTKQT_amurugan1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-G59PGF6O_Avon,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-GAVGVR9P_panjun1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-GGLFATQJ_kazuk,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-H0IEOCT5_zuyin,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-H11NV2VL_hwpa,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-H1CK928J_rreaves,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-HR5L43FU_Avon1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-I551TCUQ_Eiger-1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-IHE4MH4F_mriddle,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-II2JP927_Oak2-SVT-REX-1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-IJG7MG54_test,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-J2HRJNCI_Feng,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-J2L4OE0Q_ANakamura,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-J9M9N0H9_X9-14,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-JHPGK11C_NL1SKU6SIT1LR,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-JL4J612V_jnunez5,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-JLDUH829_11096,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-K2B03PT9_Mersey2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-K2Q4C3UQ_1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-K5TN4699_ThinkPad,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-K8IULGVA_Sun,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-K9NORC70_SIT,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-KQTSA7PM_1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-LM31Q23F_NL1SKU6LR,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-LNBSJHQF_AV1SKU10SIT1p2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-LVNFDHDN_EAA,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-MGP5FI9R_longrun,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-MUEEDSGP_NL1SKU7SIT2LR,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-N0IFBCJM_AV1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-N4IHLN0J_MS2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-OLNLOES4_SIT21,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-OMDL8LQ4_EESIT,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-OTD6NS5M_lnvni,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-OV7Q4J55_PE,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-P9BQ8OLJ_Neal,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-Q5JPEGGD_Nate,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-Q6HOEUNN_tyler,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-QQKPMET2_longrun,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-QQLCC3QB_jl240,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
LAPTOP-RCQD7R5B_kazuk,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-S8IHCLL8_x1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-SE41CTD4_gaojiangwei,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-SH0NRR9B_Mesery2,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
LAPTOP-SHD3G568_Test,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-SHOBTFD7_TM1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-SJCL3CJL_scollins1,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE
LAPTOP-STAV4QJC_PQM,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
LAPTOP-T2RCOIA2_SVT,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-T4UU1BOP_Nikle,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-T83863L5_EigerSIT11,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-TH4417NP_MobilePE,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-TH5V7J86_CQE_Test,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE
LAPTOP-TSQ0GU66_motty,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-U4336J0U_P14s,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-UFSPNVK8_SIT2,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-UQQQG0S3_ThinkPad,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-USS5OCA4_Cui_Qi,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-UU99D8BO_T14p_CX_SVT,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-V1IRQ8I4_1,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-V450TO4P_Rob,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-V5HIJJIL_Admin,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-VHFOHP1Q_Neal,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LAPTOP-VM3TTE0T_Totoro,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-VMR2DHBF_test,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LAPTOP-VSQFIELJ_L16HPT,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
LISA_loconnor,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LIUFENG7-26Y6JC_liufeng7,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
LIUFENG_liufeng7,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LIUHY24-X1C8_Miss_Ling,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
LIUHY24-X1EGEN4_liuhy24,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
LIXINB-PF5G1XJE_lixinb,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LL_LLL,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LOEBACHJ-4SMBAL_X13_2-1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LOEBACHJ-4SMBAL_loebachj,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LOEBACHJ-58TDMH_loebachj,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LSU4-PF5FS8LS_lsu4,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
LWANG5-PW0A203M_lwang5,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
LXIAO1-PF3T9L7M_lxiao1,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
M-PA3_Atsus,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY
MAGSHINE_wangyl,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
MAOXY1-PF1H5KSF_maoxy1,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
MARKUSTH1_theberlein,NORMAL_OR_RESPONDING,NORMAL_OR_RESPONDING
MARUICHIT-CRC21_MARUICHIT,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
MATJONES-56FF1H_MATJONES,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
MATT-T16G1_lietzke,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE
MBHAVSAR-3R8CWY_mbhavsar,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,WATCH_LOW_UPDATE_RATE_AMBIGUOUS
MBHAVSAR-5FSFDE_mbhavsar,REVIEW_INSUFFICIENT_DATA,REVIEW_INSUFFICIENT_DATA
