user_id,first_alert_date,last_obs_date,n_alert_transitions,max_consecutive_no_response_windows,lead_time_days,final_label,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
KHORINOUCHI-42K_khorinouchi,2024-03-27,2024-04-25,1,2,29,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KILLEBREW,2023-07-01,2026-04-27,10,90,1031,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KINOUE4XF49VR0W_kinoue4,2023-06-13,2025-04-09,12,272,666,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KIWAO-PF4KXHHL_kiwao,2023-12-01,2024-02-01,3,30,62,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KKITTS-PF58LF52_kkitts,2025-06-28,2026-05-27,4,43,333,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KMAKI-PF45ET63_kmaki,2024-06-03,2024-08-14,3,125,72,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KMAKI-PF4WSHXN_kmaki,2025-06-08,2025-10-08,1,42,122,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KMORIGUCHI-SY92_kmoriguchi,2023-06-19,2026-05-27,28,232,1073,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KSAMBDMA-62KJHP_ksambdma,2026-03-16,2026-05-28,3,79,73,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KSERDAR-W0A2BP3_kserdar,2024-05-20,2026-05-28,4,146,738,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KSHIBATAX3Y83N9_KSHIBATA,2023-04-04,2025-10-01,30,626,911,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KSHIBAYAMA-TB38_kshibayama,2024-03-09,2024-08-21,1,60,165,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KTAKEDA5-3ZPVTQ_ktakeda5,2023-05-15,2024-03-25,9,78,315,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KTATE2-PW0A2BTJ_ktate2,2024-05-25,2025-05-06,2,61,346,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
KURADA-4_kurada,2024-05-14,2025-06-23,6,64,405,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
L14G5I_Richard,2024-05-17,2024-06-27,2,80,41,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-0JJ03K9D_rgibson,2023-07-14,2024-02-12,8,23,213,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-1KS1Q32S_T14s,2023-04-13,2024-09-04,7,241,510,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-1M50QFPI_GM,2024-04-05,2024-05-08,2,42,33,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-2RQJAUEN_nyama,2025-05-26,2025-07-31,3,23,66,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-38PBJKV3_Dan,2023-09-23,2026-05-28,24,142,978,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-3GSNHJDB_GM3,2024-07-17,2024-08-23,1,7,37,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-49PO0SU0_ssugimoto2,2025-09-14,2026-02-09,3,38,148,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-5U1GRQST_AN1484GM11,2026-04-19,2026-06-01,2,1,43,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-77S3EOA5_Mao_Nakabauashi,2026-02-22,2026-05-27,2,98,94,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-7CFQ50BM_Carl,2025-03-14,2025-03-14,1,17,0,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-88BMF4J6_Mersey,2024-04-27,2024-06-11,1,42,45,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-8HCCR0QE_PE,2024-08-04,2024-10-29,1,36,86,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-97DA2E9K_johnny,2023-09-03,2023-11-09,1,30,67,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-9D1AU1OG_Mersey,2024-01-24,2024-01-30,1,7,6,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-A68FDH6Q_amcclarnon,2025-01-18,2025-05-28,5,52,130,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-ARLD326G_X1CG14,2026-05-09,2026-05-21,1,21,12,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-C2TA9AP9_Thames-2_LNL_BE_SIT,2025-04-14,2025-04-24,1,10,10,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-CPPVM862_LL,2023-05-13,2024-09-18,9,57,494,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-D986V7T9_EAASIT1.12,2025-09-01,2025-09-02,1,2,1,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-DDJ0EVTT_T14s2in1,2026-03-29,2026-05-27,1,68,59,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-E1N6C0NF_Nile,2026-02-09,2026-03-11,1,30,30,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-ENFNG5MU_1,2026-02-01,2026-03-09,2,38,36,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-EVNV9CFQ_Monica,2025-01-14,2025-03-27,1,24,72,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-FEFDP1D9_test,2026-03-07,2026-06-01,3,92,86,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-H0IEOCT5_zuyin,2025-01-22,2025-05-12,4,53,110,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-H11NV2VL_hwpa,2025-02-03,2025-04-01,1,22,57,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-H1CK928J_rreaves,2023-12-29,2025-05-18,2,56,506,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-J2HRJNCI_Feng,2024-06-17,2025-11-09,1,8,510,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-J9M9N0H9_X9-14,2025-03-14,2025-06-05,3,93,83,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-K2B03PT9_Mersey2,2025-06-11,2025-06-16,1,47,5,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-K5TN4699_ThinkPad,2024-07-26,2024-09-28,1,28,64,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-K8IULGVA_Sun,2024-02-29,2024-09-24,1,21,208,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-K9NORC70_SIT,2025-09-02,2025-09-11,1,0,9,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-LVNFDHDN_EAA,2025-06-08,2025-09-04,2,14,88,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-OTD6NS5M_lnvni,2024-03-09,2024-05-16,1,36,68,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-P9BQ8OLJ_Neal,2025-10-26,2026-04-22,5,106,178,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-Q6HOEUNN_tyler,2023-08-20,2024-06-25,5,90,310,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-STAV4QJC_PQM,2023-05-04,2023-12-28,8,291,238,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-T2RCOIA2_SVT,2024-10-28,2024-11-18,1,16,21,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-T83863L5_EigerSIT11,2024-02-26,2026-05-31,2,23,825,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-TH5V7J86_CQE_Test,2023-07-18,2023-10-23,3,108,97,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-TSQ0GU66_motty,2023-07-23,2024-02-03,1,43,195,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-U4336J0U_P14s,2026-02-14,2026-04-17,1,35,62,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-UQQQG0S3_ThinkPad,2025-01-31,2025-07-30,4,15,180,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-V450TO4P_Rob,2024-09-16,2025-12-02,5,64,442,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-V5HIJJIL_Admin,2024-08-26,2026-04-02,16,272,584,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-VHFOHP1Q_Neal,2026-01-10,2026-04-24,4,135,104,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-VM3TTE0T_Totoro,2023-06-16,2024-11-29,1,47,532,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-VMR2DHBF_test,2025-05-27,2025-08-22,1,60,87,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LAPTOP-VSQFIELJ_L16HPT,2025-09-05,2026-04-28,4,106,235,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LISA_loconnor,2025-08-10,2026-05-28,6,37,291,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LIUFENG7-26Y6JC_liufeng7,2023-04-09,2024-07-10,12,74,458,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LIUFENG_liufeng7,2024-12-10,2025-09-18,7,104,282,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LIUHY24-X1C8_Miss_Ling,2024-06-18,2025-07-23,6,23,400,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LIUHY24-X1EGEN4_liuhy24,2023-05-09,2025-04-28,17,66,720,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LIXINB-PF5G1XJE_lixinb,2025-09-26,2026-02-09,2,62,136,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LL_LLL,2025-10-03,2026-04-20,4,51,199,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LOEBACHJ-4SMBAL_X13_2-1,2024-06-04,2025-03-21,10,137,290,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LOEBACHJ-4SMBAL_loebachj,2024-06-04,2025-03-14,10,137,283,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LOEBACHJ-58TDMH_loebachj,2025-05-17,2026-05-26,10,159,374,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LSU4-PF5FS8LS_lsu4,2025-09-14,2026-06-01,2,23,260,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LWANG5-PW0A203M_lwang5,2024-06-11,2026-05-29,8,115,717,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
LXIAO1-PF3T9L7M_lxiao1,2024-09-19,2025-08-08,3,23,323,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
M-PA3_Atsus,2023-09-22,2024-07-19,7,37,301,ACTIONABLE_GAUGE_RESET_INSUFFICIENT_LEARNING_OPPORTUNITY,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MAGSHINE_wangyl,2025-06-26,2025-09-23,1,59,89,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MARKUSTH1_theberlein,2024-07-16,2024-12-11,3,124,148,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MARUICHIT-CRC21_MARUICHIT,2023-04-10,2026-05-20,34,490,1136,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MATT-T16G1_lietzke,2023-05-31,2024-03-04,8,135,278,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MBHAVSAR-3R8CWY_mbhavsar,2023-04-08,2025-01-30,17,176,663,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MCOCKMAN-09S0ZB_mcockman,2024-04-16,2026-05-29,18,110,773,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MCROWNOVER-1540_mcrownover,2024-07-22,2025-05-12,3,59,294,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MCROWNOVER-QC11_mcrownover,2025-11-01,2026-05-26,5,97,206,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MCROWNOVER-WLK4_mcrownover,2024-01-19,2024-05-06,3,35,108,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MGOMES3-W0HKDCB_L14,2025-07-26,2025-08-20,1,51,25,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MGOMES3-W0HKDCB_mgomes3,2025-07-26,2025-08-18,1,51,23,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MHAGI-PF3YCK6H_mhagi,2023-04-17,2025-01-13,20,357,637,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MHALE1-PF55QFC9_mhale1,2025-06-20,2026-06-01,7,108,346,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MHALE1-PF5CXE0G_mhale1,2025-04-05,2025-04-15,1,24,10,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MHALE1-PF62L9EM_mhale1,2026-03-23,2026-04-06,1,49,14,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MHALE1-PW0A1P1J_mhale1,2024-08-22,2025-01-24,4,73,155,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MHEIDENFELD-XSD_mheidenfeldt,2025-05-07,2026-04-13,2,37,341,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MKOZO-PF3W9L3K_mkozo,2024-07-29,2026-05-29,4,61,669,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MNAKABAYASH-XPZ_mnakabayashi1,2023-09-02,2026-05-27,17,161,998,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MNAKATA1-3Y659D_mnakata1,2023-04-04,2025-11-14,4,103,955,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MNISHIO1-2DR71T_mnishio1,2023-09-11,2025-10-24,2,38,774,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MNISHIO1-43AFSK_Debug,2023-08-05,2024-07-24,10,308,354,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MNISHIO1-43AFSK_mnishio1,2023-08-05,2025-09-12,13,308,769,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MNISHIO1X121QM6_mnishio1,2023-09-01,2024-08-20,3,19,354,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MOBILEPE-4HM087_MobilePE,2024-09-20,2024-10-07,1,23,17,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MOTO-T14S-Q_motty,2024-08-04,2024-08-20,1,32,16,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MOTO_AURA,2025-01-04,2025-12-25,2,56,355,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MPCD-TNA_HWPA,2025-03-24,2025-06-25,2,23,93,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MRIGGS-PW0A1NXC_mriggs,2024-07-06,2026-05-28,5,90,691,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MSUMMERVILL-VCL_msummerville,2024-04-16,2026-05-29,25,183,773,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
MYERSP-PF5FSZHR_MYERSP,2025-09-05,2026-06-01,8,135,269,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NANO_G3,2023-08-21,2024-03-25,2,65,217,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NATHANP-F4YAYFH_nathanp,2024-10-19,2025-12-01,7,57,408,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NILE_SVT,2026-05-24,2026-05-29,1,45,5,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NMCKOY-PF5H0PJZ_nmckoy,2025-06-29,2026-05-28,2,91,333,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NMMILLER-4T259L_nmmiller,2024-03-30,2024-10-14,2,29,198,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NMMILLER-577H4Q_nmmiller,2025-01-05,2026-01-20,10,65,380,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NMMILLER-62XHX6_nmmiller,2026-03-28,2026-05-26,2,77,59,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NORITY-PF3C8AE9_nority,2023-08-20,2025-10-14,16,76,786,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NORITY-X1YOGA_nority,2023-04-08,2026-05-20,38,172,1138,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
NPUTSALA-0A1Z31_nputsala,2024-05-28,2025-05-23,9,101,360,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
OALI-PF5TMH9T_oali,2026-03-10,2026-06-01,3,85,83,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
OHSAWAAURA_e3158,2026-01-12,2026-05-28,5,137,136,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
OHSAWACONDOR4_ohsaw,2024-10-25,2024-12-20,2,87,56,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
OHSAWAEAGLE7_ohsaw,2023-06-04,2024-07-04,9,220,396,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
P1G7_SKU5,2024-07-13,2025-11-14,16,23,489,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
P1G7_SVT,2024-09-24,2025-07-22,6,97,301,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PANTHER3_SVT,2023-06-12,2024-01-18,6,73,220,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PCHEN23-1000044_pchen23,2026-05-22,2026-05-27,1,30,5,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PCHEN23-F4KXHBP_pchen23,2023-11-19,2024-01-17,1,23,59,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PF3MDFJC_TP-Telemetry,2024-10-02,2024-11-25,2,23,54,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PHAYES-PF4H9L6S_PHAYES,2023-10-27,2024-02-08,4,135,104,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PHAYES-PF62TDKH_PHAYES,2026-03-16,2026-05-28,3,73,73,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PHOVEY-PW0KPSPG_phovey,2025-11-21,2026-04-29,3,23,159,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PJJAKES-F3SKNHW_pjjakes,2023-12-10,2024-03-06,1,55,87,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PQM-BETA_frank,2025-05-11,2026-05-12,5,105,366,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PR2-SVT-M1_MARUICHIT,2023-10-06,2023-12-13,2,23,68,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PRAMINENI-00010_pramineni,2025-09-05,2025-09-22,1,53,17,REVIEW_INSUFFICIENT_DATA,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
PRIMUS_tscott2,2023-05-15,2024-04-16,3,87,337,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
RANDERSON4-Q4VG_randerson4,2025-07-12,2026-05-26,11,23,318,NORMAL_OR_RESPONDING,2026-07-08T17:46:07Z,rolling30-od2.0,30,1,abs_ge_50mWh
