user_id,window_end_date,window_start_ts,window_end_ts,n_samples_30d,obs_days_in_window,median_interval_h,p95_interval_h,max_gap_h,gaps_gt_6h_count,gaps_gt_12h_count,gaps_gt_24h_count,duplicate_timestamp_count,cycle_decrease_count,fcc_missing_count,rsoc_missing_count,has_counter_reset,window_data_quality_label,cycle_start_30d,cycle_end_30d,cycle_delta_30d,cycle_rate_per_30d,ac_time_ratio_30d,charge_time_ratio_30d,discharge_time_ratio_30d,rsoc_min_30d,rsoc_max_30d,rsoc_swing_30d,rsoc_p05_30d,rsoc_p50_30d,rsoc_p95_30d,frac_below_10_30d,frac_below_20_30d,frac_above_80_30d,frac_above_90_30d,frac_above_95_30d,n_acdc_switches_30d,n_charge_status_switches_30d,n_discharge_sessions_30d,fcc_start_30d,fcc_end_30d,fcc_min_30d,fcc_max_30d,fcc_abs_delta_30d,fcc_any_changes_30d,fcc_effective_changes_30d,fcc_effective_step_abs_max_30d,last_effective_fcc_change_ts_in_window,last_effective_fcc_change_cycle_in_window,soh_start_30d,soh_end_30d,n_80_20_80_ok_complete_30d,n_80_20_80_large_gap_30d,n_80_20_80_no_response_30d,n_80_20_80_censored_30d,n_80_20_80_any_30d,n_85_15_85_ok_complete_30d,n_85_15_85_large_gap_30d,n_85_15_85_no_response_30d,n_85_15_85_censored_30d,n_85_15_85_any_30d,n_90_10_90_ok_complete_30d,n_90_10_90_large_gap_30d,n_90_10_90_no_response_30d,n_90_10_90_censored_30d,n_90_10_90_any_30d,expected_response_30d,observed_response_30d,no_response_count_30d,n_complete_ok_opportunities_30d,p_all_no_response_30d,fw_response_anomaly_score_30d,conformal_p,conformal_p_proxy_final_normal,state_as_of_ts,first_seen_ts,last_seen_ts,last_effective_fcc_value,last_effective_fcc_change_ts,last_effective_fcc_change_cycle,days_since_last_effective_fcc_change,cycles_since_last_effective_fcc_change,cum_primary_no_response_since_last_fcc_change,cum_primary_censored_since_last_fcc_change,cum_primary_ok_since_last_fcc_change,cum_primary_large_gap_since_last_fcc_change,cum_primary_response_since_last_fcc_change,cum_strict_no_response_since_last_fcc_change,cum_strict_censored_since_last_fcc_change,cum_strict_ok_since_last_fcc_change,cum_strict_large_gap_since_last_fcc_change,cum_strict_response_since_last_fcc_change,cum_expected_response_since_last_fcc_change,cum_observed_response_since_last_fcc_change,cum_log_p_all_no_response_since_last_fcc_change,cum_fw_response_anomaly_score,cluster_id,cluster_profile_name,cluster_action_hint,window_label,stateful_label,recommended_action,alert_fired,consecutive_windows_opportunity_no_response,primary_evidence,analysis_timestamp,code_version,window_days,stride_days,effective_step_definition
ANDY_zuyin,2024-05-02,2024-04-02 23:59:59.999999999,2024-05-02 23:59:59.999999999,298,23.441,0.5,5.782,63.242,15,6,4,0,0,0,0,False,WINDOW_QUALITY_OK,113.0,115.0,2.0,2.56,0.7416,0.1097,0.2584,38.0,100.0,62.0,93.85,97.5,100.0,0.0,0.0,0.9823,0.9796,0.8148,69,87,35,51750.0,51750.0,51750.0,51750.0,0.0,0,0,0.0,,,90.71,90.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2024-05-02 23:59:59.999999999,2023-12-28 16:41:29,2024-04-26 20:24:41,51750.0,2023-12-28 16:41:29,101.0,126.305,14.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,6,AC_BOUND,gauge_reset_hint,WINDOW_INSUFFICIENT_LEARNING_OPPORTUNITY,STATEFUL_GAUGE_RESET_CANDIDATE,ACTION_GAUGE_RESET_CALIBRATION,True,0,"days_since_fcc=126.305, cyc_since=14.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=AC_BOUND, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ANIETO1-F5GNTSH_anieto1,2026-03-17,2026-02-15 23:59:59.999999999,2026-03-17 23:59:59.999999999,1,0.0,,,0.0,0,0,0,0,0,0,0,False,WINDOW_QUALITY_SHORT_OBS,17.0,17.0,0.0,0.0,,,,2.0,2.0,0.0,2.0,2.0,2.0,,,,,,0,0,0,56750.0,56750.0,56750.0,56750.0,0.0,0,0,0.0,,,99.56,99.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,,0.0,,,2026-03-17 23:59:59.999999999,2025-05-06 14:13:15,2026-03-17 07:57:38,57000.0,2025-05-06 14:13:15,0.0,315.407,17.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,-1,SPARSE_OR_REVIEW,review_hint,WINDOW_DATA_QUALITY_REVIEW,STATEFUL_REVIEW,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,False,0,"days_since_fcc=315.407, cyc_since=17.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=SPARSE_OR_REVIEW, quality=WINDOW_QUALITY_SHORT_OBS",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ANODA-PF5E0G8K_anoda,2026-04-21,2026-03-22 23:59:59.999999999,2026-04-21 23:59:59.999999999,674,29.406,0.5,1.69,59.315,27,18,5,0,0,0,0,False,WINDOW_QUALITY_OK,1.0,1.0,0.0,0.0,0.6855,0.2159,0.3145,1.0,100.0,99.0,42.65,97.0,100.0,0.0051,0.022,0.8528,0.7476,0.5822,178,251,89,55340.0,53820.0,53820.0,55770.0,1950.0,17,4,670.0,2026-04-16 09:02:24,1.0,95.41,92.79,0,4,0,0,4,0,4,0,0,4,0,3,0,0,3,0.0,0,0,0,,0.0,,,2026-04-21 23:59:59.999999999,2026-02-17 16:21:35,2026-04-21 19:44:09,53880.0,2026-04-16 09:02:24,1.0,5.623,0.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,-0.0,0,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=5.623, cyc_since=0.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ANUPT14S_avachali,2025-11-05,2025-10-06 23:59:59.999999999,2025-11-05 23:59:59.999999999,292,29.688,0.5,10.442,71.6,34,14,4,0,0,0,0,False,WINDOW_QUALITY_OK,83.0,94.0,11.0,11.116,0.4031,0.162,0.5969,11.0,100.0,89.0,26.65,89.0,100.0,0.0,0.0266,0.5917,0.4836,0.3567,48,64,24,49430.0,44780.0,44780.0,49430.0,4650.0,12,3,4440.0,2025-10-30 00:14:31,92.0,90.37,81.86,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-11-05 23:59:59.999999999,2024-03-13 10:00:21,2025-11-05 17:35:43,44810.0,2025-10-30 00:14:31,92.0,6.99,2.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=6.99, cyc_since=2.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ANUP_TINY,2025-10-29,2025-09-29 23:59:59.999999999,2025-10-29 23:59:59.999999999,341,29.464,0.5,8.852,71.6,32,14,4,0,0,0,0,False,WINDOW_QUALITY_OK,82.0,92.0,10.0,10.182,0.5492,0.1455,0.4508,11.0,100.0,89.0,30.0,96.0,100.0,0.0,0.0248,0.6813,0.6017,0.4885,51,67,26,49440.0,45310.0,44910.0,49440.0,4530.0,10,2,4440.0,2025-10-27 22:04:57,90.0,90.38,82.83,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,,0.0,,,2025-10-29 23:59:59.999999999,2024-03-13 10:00:21,2025-10-29 11:20:36,45340.0,2025-10-27 22:04:57,90.0,2.08,2.0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,-0.0,2,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=2.08, cyc_since=2.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
AOHYAMA-F3Y6JVY_aohyama,2024-06-17,2024-05-18 23:59:59.999999999,2024-06-17 23:59:59.999999999,788,28.526,0.305,0.727,61.727,22,14,4,0,0,0,0,False,WINDOW_QUALITY_OK,393.0,423.0,30.0,31.55,0.3114,0.2167,0.7076,3.0,100.0,97.0,11.0,72.5,100.0,0.0305,0.1019,0.416,0.278,0.2145,274,295,137,40340.0,34630.0,34630.0,47030.0,12400.0,35,5,8630.0,2024-06-17 18:30:44,423.0,70.77,60.75,2,10,2,0,12,1,7,1,0,8,1,5,1,0,6,0.5763,0,2,2,0.506751,0.2952,0.61709,0.7871,2024-06-17 23:59:59.999999999,2023-02-06 10:07:59,2024-06-17 21:36:22,34630.0,2024-06-17 18:30:44,423.0,0.229,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,5,MOBILE_DEEP_CYCLE_RESPONDING,normal_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=0.229, cyc_since=0.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.295, expected=0.576, observed=0, n_ok_opp=2, cluster=MOBILE_DEEP_CYCLE_RESPONDING, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
APARAMESWAR-G5E_aparameswara,2023-11-07,2023-10-08 23:59:59.999999999,2023-11-07 23:59:59.999999999,341,29.442,0.5,11.509,70.672,23,16,5,0,0,0,0,False,WINDOW_QUALITY_OK,26.0,35.0,9.0,9.171,0.3539,0.1103,0.6461,5.0,100.0,95.0,20.0,88.0,100.0,0.0127,0.0325,0.5726,0.4177,0.3269,59,82,30,86860.0,83810.0,83810.0,86860.0,3050.0,1,1,3050.0,2023-10-12 05:02:33,27.0,101.0,97.45,0,6,0,0,6,0,2,0,0,2,0,1,0,0,1,0.0,0,0,0,,0.0,,,2023-11-07 23:59:59.999999999,2023-08-08 09:57:47,2023-11-07 19:37:11,83810.0,2023-10-12 05:02:33,27.0,26.79,8.0,0,0,0,5,0,0,0,0,1,0,0.0,0,0.0,-0.0,0,MOBILE_DEEP_CYCLE_NO_RESPONSE,fw_check_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=26.79, cyc_since=8.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=MOBILE_DEEP_CYCLE_NO_RESPONSE, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
APARAMESWAR-PAD_aparameswara,2024-11-26,2024-10-27 23:59:59.999999999,2024-11-26 23:59:59.999999999,903,29.45,0.5,0.501,60.571,15,12,2,0,0,0,0,False,WINDOW_QUALITY_OK,86.0,101.0,15.0,15.28,0.7863,0.1113,0.2137,1.0,100.0,99.0,17.0,100.0,100.0,0.0427,0.0664,0.7601,0.7319,0.7131,75,103,38,47960.0,47040.0,46490.0,49580.0,3090.0,23,8,1950.0,2024-11-24 18:51:25,99.0,87.68,86.0,2,6,0,0,8,2,6,0,0,8,2,6,0,0,8,1.4167,2,0,2,0.083333,1.0792,0.18987,0.34194,2024-11-26 23:59:59.999999999,2024-04-09 11:19:29,2024-11-26 14:33:46,47110.0,2024-11-24 18:51:25,99.0,2.214,2.0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,-0.0,5,MOBILE_DEEP_CYCLE_RESPONDING,normal_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=2.214, cyc_since=2.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=1.079, expected=1.417, observed=2, n_ok_opp=2, cluster=MOBILE_DEEP_CYCLE_RESPONDING, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ARAMAR-R9109T7G_aramar,2024-07-10,2024-06-10 23:59:59.999999999,2024-07-10 23:59:59.999999999,444,16.202,0.347,1.277,62.521,14,9,1,0,0,0,0,False,WINDOW_QUALITY_OK,822.0,847.0,25.0,46.291,0.5625,0.2188,0.4061,2.0,95.0,93.0,20.0,89.0,95.0,0.0089,0.0377,0.6184,0.4676,0.0,163,206,69,67420.0,65380.0,65320.0,68050.0,2730.0,38,28,2200.0,2024-07-10 17:09:02,846.0,83.86,81.32,4,5,0,0,9,1,4,0,0,5,0,4,0,0,4,2.7086,4,0,4,0.009346,2.0294,0.07595,0.15484,2024-07-10 23:59:59.999999999,2023-02-08 10:35:11,2024-07-10 18:39:02,65380.0,2024-07-10 17:09:02,846.0,0.285,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,3,LARGE_GAP_AMBIGUOUS,watch_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=0.285, cyc_since=1.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=2.029, expected=2.709, observed=4, n_ok_opp=4, cluster=LARGE_GAP_AMBIGUOUS, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ARANGANATHA-8QB_aranganathan,2023-12-11,2023-11-11 23:59:59.999999999,2023-12-11 23:59:59.999999999,446,28.651,0.5,5.515,56.409,19,10,4,0,0,0,0,False,WINDOW_QUALITY_OK,39.0,56.0,17.0,17.801,0.3096,0.1735,0.6904,6.0,100.0,94.0,21.0,82.0,100.0,0.0017,0.0206,0.4715,0.3409,0.2553,105,148,53,50420.0,56400.0,50420.0,56720.0,6300.0,7,7,4530.0,2023-12-10 22:02:28,56.0,88.46,98.95,2,5,0,0,7,0,1,0,0,1,0,1,0,0,1,1.0405,2,0,2,0.230141,0.638,0.26899,0.48387,2023-12-11 23:59:59.999999999,2023-08-21 11:21:40,2023-12-11 14:19:40,56400.0,2023-12-10 22:02:28,56.0,1.082,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,-0.0,5,MOBILE_DEEP_CYCLE_RESPONDING,normal_hint,WINDOW_NORMAL_RESPONDING,STATEFUL_NORMAL,ACTION_NONE,False,0,"days_since_fcc=1.082, cyc_since=0.0, cum_primary_no_response=0, cum_strict_no_response=0, cum_anom=-0.0, win_anom=0.638, expected=1.04, observed=2, n_ok_opp=2, cluster=MOBILE_DEEP_CYCLE_RESPONDING, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
ASANTHOSH-9S10E_asanthosh,2024-08-08,2024-07-09 23:59:59.999999999,2024-08-08 23:59:59.999999999,40,28.688,0.5,23.345,524.883,5,4,2,0,0,0,0,False,WINDOW_QUALITY_OK,96.0,97.0,1.0,1.046,0.4599,0.211,0.5401,2.0,100.0,98.0,3.0,76.5,100.0,0.0345,0.1174,0.5946,0.418,0.3224,10,15,6,56760.0,56750.0,56750.0,56760.0,10.0,1,0,0.0,,,99.58,99.56,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0.0,0,0,0,,0.0,,,2024-08-08 23:59:59.999999999,2024-02-15 11:49:27,2024-08-08 01:07:14,56790.0,2024-07-08 21:55:09,94.0,31.087,3.0,2,0,2,1,0,0,0,0,1,0,0.4483,0,-0.50829,0.2207,5,MOBILE_DEEP_CYCLE_RESPONDING,normal_hint,WINDOW_LARGE_GAP_AMBIGUOUS,STATEFUL_WATCH,ACTION_WATCH,False,0,"days_since_fcc=31.087, cyc_since=3.0, cum_primary_no_response=2, cum_strict_no_response=0, cum_anom=0.221, win_anom=0.0, expected=0.0, observed=0, n_ok_opp=0, cluster=MOBILE_DEEP_CYCLE_RESPONDING, quality=WINDOW_QUALITY_OK",2026-06-08T06:25:06Z,rolling30-v1.0,30,7,abs_ge_50mWh
