user_id,final_label,recommended_action,confidence,sub_reason,gauge_reset_score_0_100,fw_check_score_0_100,primary_evidence,flat_tail_days,fcc_changes,tail_cycle_delta,tail_n_90_10_90_ok,tail_n_80_20_80_ok,tail_n_85_15_85_ok,tail_response_rate_80_20_80_72h,relevant_response_rate_72h,tail_ac_time_ratio,tail_min_rsoc,tail_max_rsoc,tail_rsoc_swing,obs_days,data_quality_label,device_model,batt_vendor,batt_fru,operational_message,analysis_timestamp
DSMITH3-F66KH2F_dsmith3,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,62.2,5.5,"obs_days=26.9, n_samples=267, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",2.9,1,0.0,0,0,0,,,0.5455,90.0,100.0,10.0,26.9,QUALITY_SHORT_OBS,ThinkPad T14 Gen 7,Sunwoda,5B11M90169,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
DWATTS-PF5C6AV8_dwatts,NORMAL_OR_RESPONDING,ACTION_NONE,high,,71.1,11.1,"flat_tail=6.7d, fcc_changes=72, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",6.7,72,0.0,0,0,0,,,0.9977,80.0,100.0,20.0,458.9,QUALITY_OK,ThinkPad X1 Carbon Gen 13,BYD,5B11M90100,,2026-06-03T12:47:30
DWATTS-PF627DJB_dwatts,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.8,6.8,"obs_days=84.1, n_samples=4074, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",10.7,12,0.0,0,0,0,,,0.9496,67.0,100.0,33.0,84.07,QUALITY_SHORT_OBS,ThinkPad P14s Gen 7,COSMX,5B11M90178,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
DWATTS-PF668VNV_dwatts,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,62.8,5.3,"obs_days=27.4, n_samples=1140, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",1.9,6,0.0,0,0,0,,,0.8743,79.0,100.0,21.0,27.41,QUALITY_SHORT_OBS,ThinkPad X13 Gen 7,Sunwoda,5B11M90142,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
E14_test,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,79.5,24.9,"flat_tail=87.9d, fcc_changes=1, tail_cyc=1.0, tail_ok[90/80/85]=0/0/0, ac=0.77, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",87.9,1,1.0,0,0,0,,,0.7695,1.0,100.0,99.0,678.98,QUALITY_OK,ThinkPad E14 Gen 6,BYD,L22B3PG4,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
E28386-PF3X7BXZ_e28386,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,73.6,39.4,"obs_days=994.5, n_samples=13395, quality=QUALITY_COUNTER_RESET -> insufficient/uncertain data",994.5,0,47.0,0,0,0,,,0.931,0.0,100.0,100.0,994.51,QUALITY_COUNTER_RESET,ThinkPad X1 Yoga Gen 6,Sunwoda,5B10W13975,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
E31583-PW0BLY7A_ohsaw,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,60.6,9.5,"obs_days=72.8, n_samples=437, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",27.1,6,0.0,0,0,0,,,0.5561,15.0,96.0,81.0,72.83,QUALITY_SHORT_OBS,ThinkPad T14s Gen 6,Sunwoda,LNV-5B11H56404,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
EAAGM1_pasw-,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.1,10.2,"flat_tail=1.0d, fcc_changes=13, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",1.0,13,0.0,0,0,0,,,0.9972,92.0,100.0,8.0,143.96,QUALITY_OK,ThinkPad X1 Carbon Gen 13,SMP,5B11M90097,,2026-06-03T12:47:30
EB16034-F2RY6ZG_eb16034,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,65.2,14.4,"flat_tail=18.0d, fcc_changes=2, tail_cyc=7.0, tail_ok[90/80/85]=0/0/0, resp72h(rel)=NA -> ambiguous low-update",18.0,2,7.0,0,0,0,,,0.7865,2.0,100.0,98.0,998.79,QUALITY_OK,ThinkPad T14 Gen 1,LG,5B10W139,FCC更新率は低いものの完全凍結ではない/学習機会が少ない/データ品質が中程度のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,2026-06-03T12:47:30
EB16034-F4414Y8_eb16034,ACTIONABLE_FW_CHECK_OPPORTUNITY_NO_RESPONSE,ACTION_FW_CHECK,high,LOW_UPDATE_RATE_WITH_OPPORTUNITIES,50.0,100.0,"flat_tail=203.0d, fcc_changes=0, tail_cyc=80.0, tail_ok[90/80/85]=2/2/2, resp72h(rel)=0.000 -> opportunities present but FCC did not respond",203.0,0,80.0,2,2,2,0.0,0.0,0.2516,2.0,100.0,98.0,203.03,QUALITY_OK,ThinkPad X1 Carbon Gen 11,,,FCC/SoHが長期間更新されておらず、ログ上は深い放電→再充電の学習機会が複数回確認されています。通常のキャリブレーション機会があったにもかかわらずFCC応答がないため、BIOS/EC/バッテリー関連FWのVersion確認とアップデート有無確認を優先してください。アップデート後、次回の学習機会後72h〜7日間でFCC更新有無を確認してください。,2026-06-03T12:47:30
EB16034-F4QX17S_eb16034,NORMAL_OR_RESPONDING,ACTION_NONE,high,,54.9,11.6,"flat_tail=7.1d, fcc_changes=41, tail_cyc=2.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",7.1,41,2.0,0,0,0,,,0.2254,54.0,100.0,46.0,120.27,QUALITY_OK,ThinkPad X1 Carbon Gen 12,SMP,5B11H56383,,2026-06-03T12:47:30
EBUCHHOLZ-HKD6N_ebuchholz,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,58.7,5.8,"obs_days=70.8, n_samples=850, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",4.8,23,0.0,0,0,0,,,0.643,55.0,100.0,45.0,70.82,QUALITY_SHORT_OBS,ThinkPad L16 Gen 2,Sunwoda,5B11M90113,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ECOOK-PF67560P_ecook,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,63.2,6.5,"obs_days=20.9, n_samples=309, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",8.8,1,0.0,0,0,0,,,0.836,77.0,100.0,23.0,20.85,QUALITY_SHORT_OBS,ThinkPad T14 Gen 7,Sunwoda,5B11M90168,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
EDANG-PF5TMMM8_edang,NORMAL_OR_RESPONDING,ACTION_NONE,high,,73.2,13.2,"flat_tail=19.0d, fcc_changes=24, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",19.0,24,0.0,0,0,0,,,1.0,92.0,100.0,8.0,231.01,QUALITY_OK,ThinkPad P16 Gen 3,SMP,5B11M90135,,2026-06-03T12:47:30
EIGERAMD_44900,NORMAL_OR_RESPONDING,ACTION_NONE,high,,65.9,10.5,"flat_tail=2.8d, fcc_changes=144, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",2.8,144,0.0,0,0,0,,,0.7711,80.0,100.0,20.0,612.7,QUALITY_OK,ThinkPad T14s Gen 6,SMP,5B11H56407,,2026-06-03T12:47:30
EMOURA3-W0A2BQE_emoura3,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.8,5.8,"obs_days=98.0, n_samples=2187, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",4.9,34,0.0,0,0,0,,,1.0,100.0,100.0,0.0,98.01,QUALITY_SHORT_OBS,ThinkPad L14 Gen 5,Sunwoda,5B11H56394,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
ENOZAKI1-38LRB0_enozaki1,NORMAL_OR_RESPONDING,ACTION_NONE,high,,66.1,12.1,"flat_tail=12.5d, fcc_changes=835, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",12.5,835,0.0,0,0,0,,,0.0069,2.0,20.0,18.0,857.98,QUALITY_OK,ThinkPad X1 Yoga Gen 6,Celxpert,5B10W13974,,2026-06-03T12:47:30
ESHORT_L13,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.1d, fcc_changes=789, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.1,789,0.0,0,0,0,,,1.0,70.0,100.0,30.0,493.05,QUALITY_OK,ThinkPad L13 Gen 4,Sunwoda,LNV-5B11H56336,,2026-06-03T12:47:30
ETURNER-F54Q6Z0_eturner,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.0d, fcc_changes=111, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.0,111,0.0,0,0,0,,,,65.0,65.0,0.0,272.85,QUALITY_OK,ThinkPad T14s Gen 6,Sunwoda,5B11H56405,,2026-06-03T12:47:30
EWALLACE-5AM7XJ_ewallace,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,59.4,5.5,"obs_days=112.7, n_samples=994, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",2.9,21,0.0,0,0,0,,,0.6966,56.0,100.0,44.0,112.67,QUALITY_SHORT_OBS,ThinkPad T14 Gen 6,Sunwoda,5B11M90127,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
FALMODOVAR-ZGVG_falmodovar,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,51.5,5.1,"obs_days=56.0, n_samples=553, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.7,14,0.0,0,0,0,,,0.2673,59.0,100.0,41.0,56.0,QUALITY_SHORT_OBS,ThinkPad T16 Gen 4,SMP,5B11H56412,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
FANG_X13,WATCH_LOW_UPDATE_RATE_AMBIGUOUS,ACTION_MONITOR_OR_MANUAL_REVIEW,low,,69.7,13.8,"flat_tail=20.6d, fcc_changes=3, tail_cyc=2.0, tail_ok[90/80/85]=0/0/0, resp72h(rel)=NA -> ambiguous low-update",20.6,3,2.0,0,0,0,,,0.8639,14.0,100.0,86.0,769.58,QUALITY_OK,ThinkPad X13 Gen 4,SMP,5B11H56366,FCC更新率は低いものの完全凍結ではない/学習機会が少ない/データ品質が中程度のため、FW確認に回す前にモニタリングまたは手動レビューを推奨します。,2026-06-03T12:47:30
FBOWER-PF59NQY8_fbower,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.1d, fcc_changes=31, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.1,31,0.0,0,0,0,,,1.0,95.0,95.0,0.0,387.93,QUALITY_OK,ThinkPad T16 Gen 4,SMP,5B11H56412,,2026-06-03T12:47:30
FBOWER-PF5PJKZL_fbower,NORMAL_OR_RESPONDING,ACTION_NONE,high,,72.2,12.3,"flat_tail=13.8d, fcc_changes=30, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",13.8,30,0.0,0,0,0,,,0.9929,89.0,100.0,11.0,238.0,QUALITY_OK,ThinkPad P16s Gen 4,Sunwoda,5B11M90119,,2026-06-03T12:47:30
FFEI-PF5PFHPB_ffei,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.1d, fcc_changes=60, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.1,60,0.0,0,0,0,,,1.0,100.0,100.0,0.0,252.01,QUALITY_OK,ThinkPad P16v Gen 3,COSMX,5B11M90137,,2026-06-03T12:47:30
FFENG-PF5FSWGF_ffeng,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,62.3,5.2,"obs_days=95.0, n_samples=971, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",1.2,8,0.0,0,0,0,,,0.8558,86.0,100.0,14.0,94.96,QUALITY_SHORT_OBS,ThinkPad X1 2-in-1 Gen 10,Sunwoda,5B11M90099,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
FORIPF_radac,NORMAL_OR_RESPONDING,ACTION_NONE,high,,69.5,10.2,"flat_tail=0.0d, fcc_changes=344, tail_cyc=1.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.0,344,1.0,0,0,0,,,1.0,60.0,84.0,24.0,758.13,QUALITY_OK,ThinkPad X1 Yoga Gen 8,Celxpert,5B10W13974,,2026-06-03T12:47:30
FRED_Fred_Bower,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,59.0,2.1,"obs_days=110.9, n_samples=3998, quality=QUALITY_COUNTER_RESET -> insufficient/uncertain data",12.9,11,0.0,0,0,0,,,0.8404,80.0,100.0,20.0,110.94,QUALITY_COUNTER_RESET,ThinkPad T16 Gen 5,Sunwoda,5B11M90169,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
FRED_fbower,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,64.7,5.2,"obs_days=44.0, n_samples=2127, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.9,3,0.0,0,0,0,,,0.9793,13.0,100.0,87.0,43.97,QUALITY_SHORT_OBS,ThinkPad T16 Gen 4,Celxpert,5B11H56411,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
FSUN3-PC133Y8H_LicenseServer,NORMAL_OR_RESPONDING,ACTION_NONE,high,,71.4,11.4,"flat_tail=8.3d, fcc_changes=23, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",8.3,23,0.0,0,0,0,,,1.0,99.0,100.0,1.0,1202.79,QUALITY_OK,ThinkPad T480s,SMP,01AV479,,2026-06-03T12:47:30
FSUN3-PC133Y8H_fsun3,NORMAL_OR_RESPONDING,ACTION_NONE,high,,52.3,5.2,"flat_tail=1.0d, fcc_changes=16, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",1.0,16,0.0,0,0,0,,,0.3552,17.0,100.0,83.0,391.87,QUALITY_SPARSE,ThinkPad T480s,,,,2026-06-03T12:47:30
FTEK-PW09S10C_ftek,NORMAL_OR_RESPONDING,ACTION_NONE,high,,67.5,22.9,"flat_tail=77.4d, fcc_changes=35, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",77.4,35,0.0,0,0,0,,,0.2289,17.0,100.0,83.0,171.63,QUALITY_OK,ThinkPad L16 Gen 1,Sunwoda,5B11H56398,,2026-06-03T12:47:30
GGILLETT-5D9MVD_ggillett,NORMAL_OR_RESPONDING,ACTION_NONE,high,,64.0,10.8,"flat_tail=5.1d, fcc_changes=136, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",5.1,136,0.0,0,0,0,,,0.6583,66.0,100.0,34.0,475.99,QUALITY_OK,ThinkPad T14 Gen 6,Sunwoda,5B11H56418,,2026-06-03T12:47:30
GHIROSE-F453D0C_ghirose,NORMAL_OR_RESPONDING,ACTION_NONE,high,,66.6,10.1,"flat_tail=0.7d, fcc_changes=711, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.7,711,0.0,0,0,0,,,0.8253,72.0,94.0,22.0,805.78,QUALITY_OK,ThinkPad T14 Gen 3,SMP,5B10W51861,,2026-06-03T12:47:30
GHOOGAR-F3KPQQX_ghoogar,NORMAL_OR_RESPONDING,ACTION_NONE,high,,55.6,12.8,"flat_tail=13.1d, fcc_changes=7, tail_cyc=3.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",13.1,7,3.0,0,0,0,,,0.2448,3.0,90.0,87.0,378.09,QUALITY_OK,ThinkPad X1 Carbon Gen 10,,,,2026-06-03T12:47:30
GKONDO-PF4RM5PL_gkondo,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.0,5.0,"obs_days=118.1, n_samples=3893, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.0,43,0.0,0,0,0,,,1.0,100.0,100.0,0.0,118.1,QUALITY_SHORT_OBS,ThinkPad X1 Carbon Gen 12,SMP,5B11H56383,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GKONDOXPF3TRKJD_gkondo,NORMAL_OR_RESPONDING,ACTION_NONE,high,,50.0,55.9,"flat_tail=54.8d, fcc_changes=44, tail_cyc=9.0, tail_ok[90/80/85]=1/1/1 -> FCC still updating / not a no-low-change candidate",54.8,44,9.0,1,1,1,0.0,0.0,0.6035,1.0,100.0,99.0,1215.17,QUALITY_OK,ThinkPad X1 Yoga Gen 6,Sunwoda,5B10W13975,,2026-06-03T12:47:30
GLANCE_GM4,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,60.1,0.1,"obs_days=913.6, n_samples=7953, quality=QUALITY_COUNTER_RESET -> insufficient/uncertain data",0.7,564,0.0,0,0,0,,,0.9989,100.0,100.0,0.0,913.61,QUALITY_COUNTER_RESET,ThinkPad X13s Gen 1,SMP,LNV-5B10W51878,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GLRTEST_s,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.0,5.0,"obs_days=23.0, n_samples=513, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.1,5,0.0,0,0,0,,,1.0,99.0,100.0,1.0,22.98,QUALITY_SHORT_OBS,ThinkPad T14s Gen 6,SMP,LNV-5B11H56403,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GM201_an1,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,63.9,5.8,"obs_days=23.2, n_samples=1483, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",5.1,4,0.0,0,0,0,,,0.9033,20.0,100.0,80.0,23.21,QUALITY_SHORT_OBS,ThinkPad X1 2-in-1 Gen 11,SMP,5B11M90163,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GMCNEIL-F55JALH_gmcneil,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,63.7,5.0,"obs_days=69.0, n_samples=2092, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.3,57,0.0,0,0,0,,,0.9348,63.0,100.0,37.0,69.02,QUALITY_SHORT_OBS,ThinkPad T14s Gen 6,Celxpert,5B11H56406,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GREG-WORK-X13Y_gmcneil,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,26.7,60.5,"obs_days=483.0, n_samples=9900, quality=QUALITY_COUNTER_RESET -> insufficient/uncertain data",36.4,28,22.0,3,7,4,0.0,0.0,0.717,3.0,100.0,97.0,483.03,QUALITY_COUNTER_RESET,ThinkPad X13 Yoga Gen 4,SMP,5B11H56366,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GTORRES3-0ABC7N_gtorres3,NORMAL_OR_RESPONDING,ACTION_NONE,high,,65.4,10.7,"flat_tail=4.3d, fcc_changes=12, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",4.3,12,0.0,0,0,0,,,0.0,6.0,22.0,16.0,435.13,QUALITY_OK,ThinkPad X12 Detachable Gen 2,SMP,5B10Z26480,,2026-06-03T12:47:30
GTORRES3-0C7G0F_gtorres3,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,58.5,6.3,"obs_days=89.0, n_samples=965, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",8.0,26,0.0,0,0,0,,,0.6073,8.0,100.0,92.0,89.01,QUALITY_SHORT_OBS,ThinkPad T14s Gen 6,Sunwoda,LNV-5B11H56404,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
GTORRES3-5AZJEC_gtorres3,ACTIONABLE_GAUGE_RESET_NO_OPPORTUNITY,ACTION_GAUGE_RESET,medium,NO_OPPORTUNITY_LOW_CYCLING,67.2,26.6,"flat_tail=120.0d, fcc_changes=6, tail_cyc=8.0, tail_ok[90/80/85]=0/0/0, ac=0.31, min_rsoc=1.0, swing=99.0 -> no learning opportunity in flat tail",120.0,6,8.0,0,0,0,,,0.3118,1.0,100.0,99.0,499.19,QUALITY_SPARSE,ThinkPad X9-15 Gen 1,BYD,L24B4PE2,FCC/SoHが長期間更新されていませんが、ログ上は深い放電→再充電の学習機会が不足しています。安全な環境でOEM推奨のバッテリーゲージリセット/キャリブレーションを実施し、その後72h〜7日間のテレメトリでFCC更新有無を確認してください。,2026-06-03T12:47:30
GUERRILLAPC-M_GPC-1,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,52.5,9.0,"obs_days=17.9, n_samples=391, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",17.9,0,5.0,0,0,0,,,0.3525,1.0,100.0,99.0,17.88,QUALITY_SHORT_OBS,ThinkPad L16 Gen 1,Sunwoda,5B11H56397,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
HAOJING6-501MPD_haojing6,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.0,10.0,"flat_tail=0.0d, fcc_changes=89, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.0,89,0.0,0,0,0,,,1.0,99.0,100.0,1.0,400.86,QUALITY_OK,ThinkPad T14s Gen 6,SMP,5B11H56407,,2026-06-03T12:47:30
HARDBAR-F4VMMMN_hardbar,NORMAL_OR_RESPONDING,ACTION_NONE,high,,75.9,28.4,"flat_tail=110.5d, fcc_changes=37, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",110.5,37,0.0,0,0,0,,,0.3754,21.0,100.0,79.0,292.5,QUALITY_OK,ThinkPad T14 Gen 5,Sunwoda,5B11H56418,,2026-06-03T12:47:30
HARRLIXPF4PFNTC_harrli,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,32.1,60.4,"obs_days=42.2, n_samples=1000, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",14.3,9,15.0,2,4,4,0.0,0.0,0.6841,4.0,100.0,96.0,42.23,QUALITY_SHORT_OBS,ThinkPad X1 Carbon Gen 11,SMP,5B10W13973,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
HARSHADA-X1CG12_hghodke,NORMAL_OR_RESPONDING,ACTION_NONE,high,,70.1,10.1,"flat_tail=0.5d, fcc_changes=114, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",0.5,114,0.0,0,0,0,,,1.0,98.0,99.0,1.0,625.93,QUALITY_OK,ThinkPad X1 Carbon Gen 12,Celxpert,5B11H56384,,2026-06-03T12:47:30
HBOUHYA-F5GLH13_hbouhya,NORMAL_OR_RESPONDING,ACTION_NONE,high,,69.3,12.0,"flat_tail=12.2d, fcc_changes=22, tail_cyc=0.0, tail_ok[90/80/85]=0/0/0 -> FCC still updating / not a no-low-change candidate",12.2,22,0.0,0,0,0,,,0.8624,63.0,100.0,37.0,161.02,QUALITY_OK,ThinkPad X13 Gen 6,SMP,5B11M90123,,2026-06-03T12:47:30
HBOUHYA-F62XRZ6_hbouhya,REVIEW_INSUFFICIENT_DATA,ACTION_COLLECT_MORE_DATA_OR_MANUAL_REVIEW,review,,65.0,5.0,"obs_days=54.0, n_samples=868, quality=QUALITY_SHORT_OBS -> insufficient/uncertain data",0.2,8,0.0,0,0,0,,,1.0,56.0,100.0,44.0,53.96,QUALITY_SHORT_OBS,ThinkPad T16 Gen 5,BYD,5B11M90170,観測期間・サンプル数・カウンタ整合性のいずれかが不足しており、信頼できる介入判定ができません。追加データ収集または手動レビューが必要です。,2026-06-03T12:47:30
